Strategy B for N = 1000
19904,1.99%
20955,2.10%
24263,2.43%
23658,2.37%
25132,2.51%
24860,2.49%
25942,2.59%
24490,2.45%
23817,2.38%
23495,2.35%
23160,2.32%
26932,2.69%
26129,2.61%
22819,2.28%
22616,2.26%
23342,2.33%
21910,2.19%
22263,2.23%
22662,2.27%
22285,2.23%
22829,2.28%
21277,2.13%
20392,2.04%
19726,1.97%
18595,1.86%
18221,1.82%
22267,2.23%
Strategy B for N = 1000
32,3.20%
19,1.90%
21,2.10%
20,2.00%
18,1.80%
27,2.70%
24,2.40%
16,1.60%
27,2.70%
19,1.90%
56,5.60%
23,2.30%
19,1.90%
28,2.80%
22,2.20%
15,1.50%
26,2.60%
35,3.50%
29,2.90%
23,2.30%
23,2.30%
33,3.30%
14,1.40%
31,3.10%
24,2.40%
27,2.70%
27,2.70%
32,3.20%
21,2.10%
12,1.20%
24,2.40%
27,2.70%
33,3.30%
20,2.00%
17,1.70%
26,2.60%
24,2.40%
20,2.00%
15,1.50%
26,2.60%
Strategy B for N = 10000
276,2.76%
181,1.81%
161,1.61%
183,1.83%
203,2.03%
251,2.51%
191,1.91%
194,1.94%
196,1.96%
195,1.95%
523,5.23%
213,2.13%
226,2.26%
181,1.81%
207,2.07%
238,2.38%
247,2.47%
265,2.65%
242,2.42%
248,2.48%
263,2.63%
230,2.30%
215,2.15%
228,2.28%
293,2.93%
264,2.64%
240,2.40%
224,2.24%
207,2.07%
207,2.07%
222,2.22%
247,2.47%
221,2.21%
234,2.34%
227,2.27%
194,1.94%
181,1.81%
203,2.03%
171,1.71%
216,2.16%
Strategy B for N = 100000
2621,2.62%
1815,1.82%
1795,1.80%
1866,1.87%
1970,1.97%
2591,2.59%
1890,1.89%
1955,1.96%
1963,1.96%
1963,1.96%
5176,5.18%
2335,2.34%
2152,2.15%
2055,2.05%
2137,2.14%
2458,2.46%
2380,2.38%
2483,2.48%
2481,2.48%
2620,2.62%
2495,2.50%
2368,2.37%
2406,2.41%
2242,2.24%
2727,2.73%
2633,2.63%
2235,2.24%
2224,2.22%
2391,2.39%
2264,2.26%
2199,2.20%
2327,2.33%
2257,2.26%
2266,2.27%
2008,2.01%
2089,2.09%
1992,1.99%
1857,1.86%
1838,1.84%
2266,2.27%
Strategy B for N = 1000000
26118,2.61%
18122,1.81%
18262,1.83%
18104,1.81%
19732,1.97%
25338,2.53%
18951,1.90%
19501,1.95%
19495,1.95%
19599,1.96%
52616,5.26%
22903,2.29%
22077,2.21%
19833,1.98%
20705,2.07%
24567,2.46%
23677,2.37%
24783,2.48%
24992,2.50%
25921,2.59%
24206,2.42%
23934,2.39%
23783,2.38%
23072,2.31%
26950,2.70%
25844,2.58%
22683,2.27%
22989,2.30%
23713,2.37%
21810,2.18%
22234,2.22%
22586,2.26%
22225,2.22%
23078,2.31%
21086,2.11%
20534,2.05%
19533,1.95%
18478,1.85%
18299,1.83%
22254,2.23%
Strategy B for N = 1000
29,2.90%
19,1.90%
21,2.10%
20,2.00%
13,1.30%
28,2.80%
20,2.00%
21,2.10%
19,1.90%
14,1.40%
44,4.40%
23,2.30%
26,2.60%
22,2.20%
15,1.50%
25,2.50%
20,2.00%
32,3.20%
19,1.90%
26,2.60%
20,2.00%
20,2.00%
20,2.00%
23,2.30%
22,2.20%
25,2.50%
19,1.90%
18,1.80%
20,2.00%
29,2.90%
16,1.60%
16,1.60%
29,2.90%
25,2.50%
21,2.10%
16,1.60%
21,2.10%
20,2.00%
14,1.40%
15,1.50%
Strategy B for N = 10000
276,2.76%
178,1.78%
162,1.62%
191,1.91%
204,2.04%
232,2.32%
216,2.16%
199,1.99%
180,1.80%
204,2.04%
535,5.35%
222,2.22%
233,2.33%
185,1.85%
202,2.02%
263,2.63%
249,2.49%
246,2.46%
217,2.17%
281,2.81%
247,2.47%
244,2.44%
238,2.38%
218,2.18%
269,2.69%
257,2.57%
210,2.10%
215,2.15%
238,2.38%
233,2.33%
221,2.21%
247,2.47%
213,2.13%
217,2.17%
208,2.08%
201,2.01%
205,2.05%
185,1.85%
167,1.67%
223,2.23%
Strategy B for N = 100000
2626,2.63%
1829,1.83%
1862,1.86%
1754,1.75%
1957,1.96%
2505,2.51%
1903,1.90%
1992,1.99%
2003,2.00%
1909,1.91%
5238,5.24%
2358,2.36%
2214,2.21%
1997,2.00%
2135,2.14%
2472,2.47%
2370,2.37%
2458,2.46%
2522,2.52%
2628,2.63%
2395,2.40%
2418,2.42%
2398,2.40%
2299,2.30%
2701,2.70%
2547,2.55%
2372,2.37%
2241,2.24%
2419,2.42%
2202,2.20%
2210,2.21%
2249,2.25%
2212,2.21%
2324,2.32%
2116,2.12%
2010,2.01%
1941,1.94%
1942,1.94%
1876,1.88%
2226,2.23%
Strategy B for N = 1000000
26025,2.60%
18257,1.83%
17853,1.79%
18097,1.81%
19897,1.99%
25139,2.51%
19160,1.92%
19364,1.94%
19539,1.95%
19241,1.92%
52824,5.28%
22719,2.27%
22247,2.22%
20093,2.01%
20827,2.08%
24489,2.45%
23491,2.35%
25319,2.53%
24935,2.49%
25858,2.59%
24130,2.41%
23995,2.40%
23700,2.37%
23136,2.31%
27067,2.71%
26026,2.60%
22623,2.26%
22419,2.24%
23842,2.38%
21807,2.18%
22365,2.24%
22449,2.24%
22037,2.20%
22468,2.25%
21206,2.12%
20449,2.04%
19689,1.97%
18575,1.86%
18462,1.85%
22172,2.22%
Strategy B for N = 1000
26,2.60%
18,1.80%
20,2.00%
23,2.30%
21,2.10%
25,2.50%
27,2.70%
12,1.20%
22,2.20%
25,2.50%
61,6.10%
21,2.10%
22,2.20%
16,1.60%
24,2.40%
24,2.40%
32,3.20%
25,2.50%
22,2.20%
32,3.20%
23,2.30%
29,2.90%
29,2.90%
22,2.20%
29,2.90%
27,2.70%
28,2.80%
19,1.90%
27,2.70%
21,2.10%
28,2.80%
23,2.30%
26,2.60%
12,1.20%
35,3.50%
18,1.80%
18,1.80%
19,1.90%
19,1.90%
22,2.20%
Strategy B for N = 10000
275,2.75%
184,1.84%
175,1.75%
181,1.81%
202,2.02%
253,2.53%
214,2.14%
204,2.04%
206,2.06%
184,1.84%
548,5.48%
225,2.25%
199,1.99%
211,2.11%
204,2.04%
245,2.45%
239,2.39%
240,2.40%
291,2.91%
255,2.55%
244,2.44%
243,2.43%
210,2.10%
252,2.52%
264,2.64%
253,2.53%
232,2.32%
226,2.26%
238,2.38%
210,2.10%
220,2.20%
243,2.43%
217,2.17%
241,2.41%
220,2.20%
194,1.94%
221,2.21%
176,1.76%
173,1.73%
226,2.26%
Strategy B for N = 100000
2623,2.62%
1801,1.80%
1834,1.83%
1865,1.87%
1930,1.93%
2503,2.50%
1987,1.99%
1867,1.87%
1936,1.94%
1981,1.98%
5213,5.21%
2309,2.31%
2167,2.17%
2076,2.08%
2123,2.12%
2522,2.52%
2385,2.39%
2448,2.45%
2480,2.48%
2606,2.61%
2451,2.45%
2340,2.34%
2377,2.38%
2318,2.32%
2692,2.69%
2562,2.56%
2328,2.33%
2248,2.25%
2337,2.34%
2166,2.17%
2177,2.18%
2348,2.35%
2282,2.28%
2281,2.28%
2112,2.11%
2057,2.06%
1914,1.91%
1774,1.77%
1907,1.91%
2206,2.21%
Strategy B for N = 1000000
26088,2.61%
18032,1.80%
18283,1.83%
18217,1.82%
19643,1.96%
25094,2.51%
19156,1.92%
19309,1.93%
19603,1.96%
19483,1.95%
52895,5.29%
22652,2.27%
22069,2.21%
20168,2.02%
21067,2.11%
24193,2.42%
23522,2.35%
25086,2.51%
24778,2.48%
25884,2.59%
24332,2.43%
24003,2.40%
23346,2.33%
23220,2.32%
26960,2.70%
25894,2.59%
22804,2.28%
22695,2.27%
23827,2.38%
21792,2.18%
22379,2.24%
22804,2.28%
22292,2.23%
22862,2.29%
21079,2.11%
20458,2.05%
19601,1.96%
18492,1.85%
18370,1.84%
22436,2.24%
Strategy B for N = 1000
23,2.30%
20,2.00%
12,1.20%
20,2.00%
23,2.30%
21,2.10%
17,1.70%
18,1.80%
21,2.10%
20,2.00%
46,4.60%
23,2.30%
23,2.30%
22,2.20%
15,1.50%
31,3.10%
19,1.90%
24,2.40%
24,2.40%
30,3.00%
29,2.90%
19,1.90%
13,1.30%
24,2.40%
27,2.70%
34,3.40%
19,1.90%
28,2.80%
14,1.40%
25,2.50%
23,2.30%
18,1.80%
21,2.10%
23,2.30%
20,2.00%
18,1.80%
23,2.30%
12,1.20%
15,1.50%
29,2.90%
Strategy B for N = 10000
260,2.60%
171,1.71%
176,1.76%
183,1.83%
208,2.08%
247,2.47%
206,2.06%
202,2.02%
212,2.12%
185,1.85%
510,5.10%
225,2.25%
238,2.38%
193,1.93%
202,2.02%
261,2.61%
238,2.38%
249,2.49%
243,2.43%
263,2.63%
231,2.31%
239,2.39%
236,2.36%
258,2.58%
264,2.64%
256,2.56%
250,2.50%
228,2.28%
242,2.42%
222,2.22%
214,2.14%
228,2.28%
209,2.09%
228,2.28%
208,2.08%
211,2.11%
217,2.17%
206,2.06%
180,1.80%
225,2.25%
Strategy B for N = 100000
2561,2.56%
1792,1.79%
1788,1.79%
1843,1.84%
1958,1.96%
2505,2.51%
1874,1.87%
1952,1.95%
1962,1.96%
1896,1.90%
5272,5.27%
2336,2.34%
2201,2.20%
1958,1.96%
2176,2.18%
2422,2.42%
2315,2.32%
2502,2.50%
2494,2.49%
2633,2.63%
2500,2.50%
2384,2.38%
2337,2.34%
2318,2.32%
2688,2.69%
2499,2.50%
2342,2.34%
2319,2.32%
2288,2.29%
2202,2.20%
2236,2.24%
2272,2.27%
2200,2.20%
2296,2.30%
2098,2.10%
2086,2.09%
1951,1.95%
1819,1.82%
1878,1.88%
2241,2.24%
Strategy B for N = 1000000
26005,2.60%
17981,1.80%
18204,1.82%
18383,1.84%
19705,1.97%
24867,2.49%
19000,1.90%
19452,1.95%
19580,1.96%
19276,1.93%
52473,5.25%
22686,2.27%
22003,2.20%
20106,2.01%
20931,2.09%
25176,2.52%
23607,2.36%
24913,2.49%
24922,2.49%
26058,2.61%
24104,2.41%
24082,2.41%
23713,2.37%
22928,2.29%
26906,2.69%
25614,2.56%
22990,2.30%
22797,2.28%
23690,2.37%
21745,2.17%
22199,2.22%
22688,2.27%
22344,2.23%
22905,2.29%
21151,2.12%
20531,2.05%
19685,1.97%
18502,1.85%
18325,1.83%
22342,2.23%
Strategy B for N = 1000
27,2.70%
21,2.10%
15,1.50%
22,2.20%
21,2.10%
24,2.40%
22,2.20%
21,2.10%
14,1.40%
26,2.60%
48,4.80%
22,2.20%
30,3.00%
28,2.80%
21,2.10%
33,3.30%
22,2.20%
29,2.90%
29,2.90%
29,2.90%
19,1.90%
22,2.20%
28,2.80%
23,2.30%
32,3.20%
26,2.60%
24,2.40%
23,2.30%
32,3.20%
28,2.80%
28,2.80%
19,1.90%
18,1.80%
24,2.40%
16,1.60%
24,2.40%
18,1.80%
13,1.30%
17,1.70%
30,3.00%
Strategy B for N = 10000
271,2.71%
154,1.54%
195,1.95%
191,1.91%
196,1.96%
278,2.78%
186,1.86%
169,1.69%
174,1.74%
183,1.83%
531,5.31%
229,2.29%
217,2.17%
219,2.19%
215,2.15%
226,2.26%
222,2.22%
292,2.92%
203,2.03%
260,2.60%
249,2.49%
235,2.35%
225,2.25%
249,2.49%
275,2.75%
239,2.39%
215,2.15%
235,2.35%
251,2.51%
209,2.09%
220,2.20%
239,2.39%
201,2.01%
247,2.47%
193,1.93%
220,2.20%
201,2.01%
191,1.91%
177,1.77%
205,2.05%
Strategy B for N = 100000
2525,2.53%
1828,1.83%
1835,1.84%
1855,1.86%
1821,1.82%
2496,2.50%
1898,1.90%
1911,1.91%
1992,1.99%
1918,1.92%
5289,5.29%
2343,2.34%
2175,2.18%
1941,1.94%
2053,2.05%
2474,2.47%
2344,2.34%
2436,2.44%
2442,2.44%
2621,2.62%
2490,2.49%
2408,2.41%
2320,2.32%
2276,2.28%
2666,2.67%
2639,2.64%
2214,2.21%
2301,2.30%
2377,2.38%
2189,2.19%
2249,2.25%
2233,2.23%
2178,2.18%
2289,2.29%
2125,2.13%
2088,2.09%
1962,1.96%
1785,1.79%
1868,1.87%
2246,2.25%
Strategy B for N = 1000000
25969,2.60%
18042,1.80%
18036,1.80%
18377,1.84%
19492,1.95%
24992,2.50%
19254,1.93%
19462,1.95%
19616,1.96%
19316,1.93%
52848,5.28%
22834,2.28%
22043,2.20%
20104,2.01%
20574,2.06%
24344,2.43%
23426,2.34%
25034,2.50%
24800,2.48%
26093,2.61%
24322,2.43%
23946,2.39%
23330,2.33%
23051,2.31%
27056,2.71%
26024,2.60%
22911,2.29%
22597,2.26%
23526,2.35%
21758,2.18%
22378,2.24%
22528,2.25%
22194,2.22%
22762,2.28%
21232,2.12%
20587,2.06%
19355,1.94%
18579,1.86%
18597,1.86%
22006,2.20%
Strategy B for N = 1000
24,2.40%
20,2.00%
28,2.80%
12,1.20%
19,1.90%
26,2.60%
23,2.30%
17,1.70%
23,2.30%
17,1.70%
51,5.10%
17,1.70%
24,2.40%
36,3.60%
21,2.10%
27,2.70%
30,3.00%
22,2.20%
16,1.60%
22,2.20%
21,2.10%
36,3.60%
24,2.40%
35,3.50%
23,2.30%
28,2.80%
24,2.40%
28,2.80%
19,1.90%
27,2.70%
18,1.80%
21,2.10%
22,2.20%
35,3.50%
19,1.90%
20,2.00%
29,2.90%
16,1.60%
20,2.00%
23,2.30%
Strategy B for N = 10000
260,2.60%
168,1.68%
206,2.06%
170,1.70%
184,1.84%
252,2.52%
194,1.94%
178,1.78%
183,1.83%
220,2.20%
505,5.05%
244,2.44%
232,2.32%
208,2.08%
197,1.97%
248,2.48%
233,2.33%
250,2.50%
240,2.40%
267,2.67%
225,2.25%
267,2.67%
264,2.64%
232,2.32%
265,2.65%
265,2.65%
216,2.16%
230,2.30%
238,2.38%
233,2.33%
215,2.15%
227,2.27%
207,2.07%
238,2.38%
213,2.13%
219,2.19%
197,1.97%
181,1.81%
190,1.90%
228,2.28%
Strategy B for N = 100000
2580,2.58%
1792,1.79%
1812,1.81%
1843,1.84%
2033,2.03%
2561,2.56%
1806,1.81%
1994,1.99%
1952,1.95%
1947,1.95%
5299,5.30%
2272,2.27%
2180,2.18%
1980,1.98%
2106,2.11%
2543,2.54%
2306,2.31%
2530,2.53%
2445,2.45%
2631,2.63%
2466,2.47%
2300,2.30%
2417,2.42%
2333,2.33%
2667,2.67%
2669,2.67%
2247,2.25%
2156,2.16%
2438,2.44%
2211,2.21%
2233,2.23%
2269,2.27%
2190,2.19%
2238,2.24%
2138,2.14%
1997,2.00%
2035,2.04%
1884,1.88%
1822,1.82%
2245,2.25%
Strategy B for N = 1000000
26340,2.63%
18044,1.80%
18256,1.83%
18232,1.82%
19466,1.95%
25264,2.53%
19192,1.92%
19506,1.95%
19647,1.96%
19436,1.94%
52600,5.26%
22790,2.28%
21806,2.18%
20205,2.02%
20893,2.09%
24744,2.47%
23425,2.34%
24910,2.49%
24860,2.49%
26316,2.63%
24396,2.44%
24077,2.41%
23488,2.35%
22705,2.27%
27041,2.70%
25810,2.58%
22726,2.27%
22494,2.25%
24015,2.40%
21907,2.19%
22130,2.21%
22801,2.28%
21958,2.20%
23068,2.31%
21010,2.10%
20624,2.06%
19457,1.95%
18470,1.85%
18438,1.84%
22107,2.21%
Strategy B for N = 1000
24,2.40%
18,1.80%
13,1.30%
17,1.70%
24,2.40%
23,2.30%
20,2.00%
26,2.60%
13,1.30%
21,2.10%
50,5.00%
26,2.60%
23,2.30%
23,2.30%
21,2.10%
20,2.00%
21,2.10%
23,2.30%
29,2.90%
23,2.30%
27,2.70%
25,2.50%
17,1.70%
21,2.10%
26,2.60%
25,2.50%
23,2.30%
27,2.70%
21,2.10%
27,2.70%
22,2.20%
22,2.20%
25,2.50%
18,1.80%
23,2.30%
20,2.00%
18,1.80%
24,2.40%
17,1.70%
22,2.20%
Strategy B for N = 10000
275,2.75%
193,1.93%
195,1.95%
185,1.85%
203,2.03%
269,2.69%
188,1.88%
177,1.77%
192,1.92%
207,2.07%
518,5.18%
248,2.48%
213,2.13%
203,2.03%
210,2.10%
251,2.51%
220,2.20%
266,2.66%
263,2.63%
269,2.69%
247,2.47%
228,2.28%
245,2.45%
241,2.41%
286,2.86%
240,2.40%
236,2.36%
220,2.20%
230,2.30%
234,2.34%
216,2.16%
240,2.40%
229,2.29%
218,2.18%
225,2.25%
203,2.03%
193,1.93%
196,1.96%
171,1.71%
229,2.29%
Strategy B for N = 100000
2555,2.56%
1800,1.80%
1781,1.78%
1870,1.87%
1856,1.86%
2570,2.57%
1893,1.89%
1866,1.87%
2008,2.01%
1984,1.98%
5290,5.29%
2231,2.23%
2162,2.16%
1921,1.92%
2087,2.09%
2366,2.37%
2419,2.42%
2496,2.50%
2524,2.52%
2633,2.63%
2413,2.41%
2372,2.37%
2288,2.29%
2360,2.36%
2632,2.63%
2667,2.67%
2267,2.27%
2207,2.21%
2381,2.38%
2204,2.20%
2280,2.28%
2296,2.30%
2208,2.21%
2265,2.27%
2082,2.08%
2095,2.10%
1958,1.96%
1830,1.83%
1781,1.78%
2188,2.19%
Strategy B for N = 1000000
26276,2.63%
18069,1.81%
18182,1.82%
18072,1.81%
19967,2.00%
25187,2.52%
18669,1.87%
19518,1.95%
19871,1.99%
19218,1.92%
52695,5.27%
22773,2.28%
21844,2.18%
20093,2.01%
20951,2.10%
24409,2.44%
23586,2.36%
25043,2.50%
24742,2.47%
26016,2.60%
24174,2.42%
23742,2.37%
23531,2.35%
23125,2.31%
26793,2.68%
26230,2.62%
22503,2.25%
22515,2.25%
23945,2.39%
21899,2.19%
22305,2.23%
22517,2.25%
22389,2.24%
22767,2.28%
21402,2.14%
20346,2.03%
19424,1.94%
18512,1.85%
18298,1.83%
22353,2.24%
Strategy B for N = 1000
24,2.40%
16,1.60%
21,2.10%
21,2.10%
29,2.90%
22,2.20%
26,2.60%
23,2.30%
18,1.80%
23,2.30%
58,5.80%
21,2.10%
28,2.80%
18,1.80%
25,2.50%
22,2.20%
25,2.50%
23,2.30%
30,3.00%
33,3.30%
22,2.20%
21,2.10%
28,2.80%
26,2.60%
26,2.60%
34,3.40%
26,2.60%
25,2.50%
24,2.40%
30,3.00%
20,2.00%
23,2.30%
17,1.70%
30,3.00%
36,3.60%
16,1.60%
23,2.30%
20,2.00%
23,2.30%
25,2.50%
Strategy B for N = 10000
268,2.68%
190,1.90%
172,1.72%
185,1.85%
181,1.81%
247,2.47%
182,1.82%
199,1.99%
199,1.99%
222,2.22%
527,5.27%
219,2.19%
213,2.13%
172,1.72%
198,1.98%
249,2.49%
245,2.45%
262,2.62%
260,2.60%
240,2.40%
235,2.35%
247,2.47%
226,2.26%
214,2.14%
298,2.98%
262,2.62%
243,2.43%
220,2.20%
217,2.17%
192,1.92%
232,2.32%
245,2.45%
204,2.04%
231,2.31%
229,2.29%
204,2.04%
207,2.07%
165,1.65%
179,1.79%
206,2.06%
Strategy B for N = 100000
2635,2.64%
1843,1.84%
1924,1.92%
1884,1.88%
1937,1.94%
2398,2.40%
1942,1.94%
1914,1.91%
2046,2.05%
1986,1.99%
5205,5.21%
2226,2.23%
2206,2.21%
2087,2.09%
2107,2.11%
2386,2.39%
2386,2.39%
2605,2.61%
2421,2.42%
2545,2.55%
2441,2.44%
2462,2.46%
2393,2.39%
2299,2.30%
2709,2.71%
2714,2.71%
2276,2.28%
2182,2.18%
2395,2.40%
2172,2.17%
2175,2.18%
2306,2.31%
2249,2.25%
2228,2.23%
2173,2.17%
2092,2.09%
1919,1.92%
1809,1.81%
1819,1.82%
2210,2.21%
Strategy B for N = 1000000
25785,2.58%
18047,1.80%
18396,1.84%
18150,1.82%
19626,1.96%
25260,2.53%
18924,1.89%
19439,1.94%
19606,1.96%
19364,1.94%
52822,5.28%
22809,2.28%
22264,2.23%
19675,1.97%
20764,2.08%
24558,2.46%
23591,2.36%
25070,2.51%
24931,2.49%
25959,2.60%
24161,2.42%
23871,2.39%
23694,2.37%
23235,2.32%
26787,2.68%
26088,2.61%
22613,2.26%
22666,2.27%
23709,2.37%
21840,2.18%
22269,2.23%
22819,2.28%
22025,2.20%
22742,2.27%
21142,2.11%
20671,2.07%
19458,1.95%
18306,1.83%
18428,1.84%
22500,2.25%
Strategy B for N = 1000
22,2.20%
17,1.70%
19,1.90%
21,2.10%
23,2.30%
26,2.60%
9,0.90%
29,2.90%
17,1.70%
19,1.90%
56,5.60%
21,2.10%
25,2.50%
17,1.70%
20,2.00%
24,2.40%
19,1.90%
28,2.80%
31,3.10%
24,2.40%
28,2.80%
19,1.90%
22,2.20%
20,2.00%
35,3.50%
30,3.00%
18,1.80%
20,2.00%
27,2.70%
27,2.70%
20,2.00%
33,3.30%
23,2.30%
16,1.60%
18,1.80%
15,1.50%
21,2.10%
26,2.60%
27,2.70%
26,2.60%
Strategy B for N = 10000
295,2.95%
180,1.80%
171,1.71%
194,1.94%
213,2.13%
237,2.37%
185,1.85%
204,2.04%
180,1.80%
208,2.08%
531,5.31%
242,2.42%
188,1.88%
238,2.38%
198,1.98%
247,2.47%
251,2.51%
241,2.41%
252,2.52%
239,2.39%
256,2.56%
253,2.53%
239,2.39%
227,2.27%
275,2.75%
277,2.77%
199,1.99%
232,2.32%
246,2.46%
212,2.12%
218,2.18%
219,2.19%
210,2.10%
237,2.37%
200,2.00%
218,2.18%
195,1.95%
194,1.94%
178,1.78%
212,2.12%
Strategy B for N = 100000
2581,2.58%
1781,1.78%
1868,1.87%
1759,1.76%
1961,1.96%
2501,2.50%
1911,1.91%
2052,2.05%
1911,1.91%
1965,1.97%
5212,5.21%
2291,2.29%
2272,2.27%
1942,1.94%
2054,2.05%
2488,2.49%
2348,2.35%
2507,2.51%
2444,2.44%
2627,2.63%
2437,2.44%
2364,2.36%
2425,2.43%
2273,2.27%
2742,2.74%
2573,2.57%
2258,2.26%
2220,2.22%
2356,2.36%
2233,2.23%
2200,2.20%
2289,2.29%
2179,2.18%
2269,2.27%
2081,2.08%
2117,2.12%
1911,1.91%
1840,1.84%
1868,1.87%
2231,2.23%
Strategy B for N = 1000000
26085,2.61%
18150,1.82%
18299,1.83%
18249,1.82%
19744,1.97%
24817,2.48%
19192,1.92%
19548,1.95%
19586,1.96%
19567,1.96%
52797,5.28%
22743,2.27%
21851,2.19%
20114,2.01%
20653,2.07%
24907,2.49%
23589,2.36%
24993,2.50%
24911,2.49%
26047,2.60%
24314,2.43%
23897,2.39%
23510,2.35%
23294,2.33%
26924,2.69%
25768,2.58%
22877,2.29%
22750,2.28%
23747,2.37%
21917,2.19%
22167,2.22%
22706,2.27%
22095,2.21%
22707,2.27%
21211,2.12%
20702,2.07%
19430,1.94%
18601,1.86%
18381,1.84%
22258,2.23%
